ticker,exchange
IEF,NasdaqGM
IEI,NasdaqGM
IESC,NasdaqGM
IEUS,NasdaqGM
IFGL,NasdaqGM
IFLO,NasdaqGM
IFV,NasdaqGM
IGACR,NasdaqGM
IGACU,NasdaqGM
IGF,NasdaqGM
IGIB,NasdaqGM
IGIC,NasdaqCM
IGOV,NasdaqGM
IGSB,NasdaqGM
IHYF,NasdaqGM
IINNW,NasdaqCM
IJT,NasdaqGM
ILIT,NasdaqGM
ILPT,NasdaqGS
IMCR,NasdaqGS
IMCV,NasdaqGM
IMOM,NasdaqGM
IMPPP,NasdaqCM
IMSRW,NasdaqGS
IMXI,NasdaqCM
INACR,NasdaqGM
INACU,NasdaqGM
INBKZ,NasdaqGS
IND,NasdaqGM
INDH,NasdaqGM
INDY,NasdaqGM
INEO,NasdaqCM
INHD,NasdaqCM
INRO,NasdaqGM
INTW,NasdaqGM
INVZW,NasdaqCM
IONL,NasdaqGM
IONX,NasdaqGM
IONZ,NasdaqGM
IOYY,NasdaqGM
IPCXR,NasdaqGM
IPCXU,NasdaqGM
IPEXR,NasdaqGM
IPEXU,NasdaqGM
IPKW,NasdaqGM
IPODU,NasdaqGM
IPODW,NasdaqGM
IPST,NasdaqCM
IQQQ,NasdaqGM
IREG,NasdaqGM
IRHOR,NasdaqGM
IRHOU,NasdaqGM
IRTC,NasdaqGS
ISHG,NasdaqGM
ISHP,NasdaqGM
ISTB,NasdaqGM
ISUL,NasdaqGM
ITHAU,NasdaqGM
ITHAW,NasdaqGM
ITOC,NasdaqCM
IUS,NasdaqGM
IUSB,NasdaqGM
IUSG,NasdaqGM
IUSV,NasdaqGM
IVAL,NasdaqGM
IVDAW,NasdaqCM
IVSI,NasdaqGM
IVSS,NasdaqGM
IVSX,NasdaqGM
IXUS,NasdaqGM
JAPN,NasdaqGM
JBDI,NasdaqCM
JCSE,NasdaqCM
JDOC,NasdaqGM
JEM,NasdaqCM
JEPQ,NasdaqGM
JF,NasdaqGM
JFB,NasdaqCM
JFBRW,NasdaqCM
JGLO,NasdaqGM
JHAI,NasdaqGM
JIVE,NasdaqGM
JMID,NasdaqGM
JPEF,NasdaqGM
JPY,NasdaqGM
JRSH,NasdaqCM
JRVR,NasdaqGS
JSM,NasdaqGS
JSMD,NasdaqGM
JSML,NasdaqGM
JSPRW,NasdaqCM
JTEK,NasdaqGM
JZXN,NasdaqCM
KAT,NasdaqGM
KBAB,NasdaqGM
KBDU,NasdaqGM
KBONU,NasdaqGM
KBONW,NasdaqGM
KBWB,NasdaqGM
KBWD,NasdaqGM
KBWP,NasdaqGM
KBWR,NasdaqGM
KBWY,NasdaqGM
KC,NasdaqGS
KCHVR,NasdaqGM
KCHVU,NasdaqGM
KDKRW,NasdaqCM
KEAT,NasdaqGM
KFIIR,NasdaqGM
KFIIU,NasdaqGM
KIDZ,NasdaqCM
KIDZW,NasdaqCM
KIQQ,NasdaqGM
KITTW,NasdaqCM
KJD,NasdaqGM
KLAG,NasdaqGM
KLTOW,NasdaqCM
KLXE,NasdaqGS
KMLI,NasdaqGM
KNGZ,NasdaqGM
KNSA,NasdaqGS
KOID,NasdaqGM
KOYNU,NasdaqGM
KOYNW,NasdaqGM
KPDD,NasdaqGM
KPLT,NasdaqGM
KPLTW,NasdaqGM
KQQQ,NasdaqGM
KRAQU,NasdaqGM
KRKR,NasdaqCM
KRMA,NasdaqGM
KROP,NasdaqGM
KTTAW,NasdaqCM
KTWOU,NasdaqGM
KVACU,NasdaqGM
KVACW,NasdaqGM
KWMWW,NasdaqCM
KXIN,NasdaqCM
KYIVW,NasdaqCM
LACG,NasdaqGM
LAFAR,NasdaqGM
LAFAU,NasdaqGM
LANDO,NasdaqGM
LANDP,NasdaqGM
LATAU,NasdaqGM
LATAW,NasdaqGM
LAYS,NasdaqGM
LBGJ,NasdaqCM
LBRDP,NasdaqGS
LCCCR,NasdaqGM
LCCCU,NasdaqGM
LCDL,NasdaqGM
LCDS,NasdaqGM
LCFYW,NasdaqCM
LDEM,NasdaqGM
LDRX,NasdaqGM
LDSF,NasdaqGM
LECO,NasdaqGS
LEGR,NasdaqGM
LEXI,NasdaqGM
LFACU,NasdaqGM
LFACW,NasdaqGM
LFMDP,NasdaqGM
LFSC,NasdaqGM
LGCF,NasdaqGM
LGRO,NasdaqGM
LHAI,NasdaqCM
LHSW,NasdaqCM
LICN,NasdaqCM
LIDRW,NasdaqCM
LIMNW,NasdaqCM
LIND,NasdaqCM
LINT,NasdaqGM
LIQT,NasdaqCM
LITE,NasdaqGS
LITP,NasdaqGM
LIXT,NasdaqCM
LKSPR,NasdaqGM
LKSPU,NasdaqGM
LLYVA,NasdaqGS
LLYVK,NasdaqGS
LMB,NasdaqCM
LMBS,NasdaqGM
LMNX,NasdaqGM
LMRI,NasdaqGS
LMTL,NasdaqGM
LMTS,NasdaqGM
LNTH,NasdaqGM
LNZAW,NasdaqCM
LOCO,NasdaqGS
LOGI,NasdaqGS
LOGO,NasdaqGM
LOKVU,NasdaqGM
LOKVW,NasdaqGM
LOTI,NasdaqGM
LOTWW,NasdaqCM
LPAAU,NasdaqGM
LPAAW,NasdaqGM
LPBBU,NasdaqGM
LPBBW,NasdaqGM
LPCVU,NasdaqGM
LPCVW,NasdaqGM
LPLA,NasdaqGS
LRGE,NasdaqGM
LRHC,NasdaqCM
LRND,NasdaqGM
LTCC,NasdaqGM
LTRYW,NasdaqGM
LUCYW,NasdaqCM
LULG,NasdaqGM
LVHD,NasdaqGM
LVLU,NasdaqCM
LVROW,NasdaqGM
LWACU,NasdaqGM
LWACW,NasdaqGM
LX,NasdaqGS
LZMH,NasdaqCM
MAAY,NasdaqGM
MACIU,NasdaqGM
MACIW,NasdaqGM
MAGH,NasdaqCM
MAPSW,NasdaqGS
MAR,NasdaqGS
MARA,NasdaqCM
MARPS,NasdaqCM
MATE,NasdaqGM
MATW,NasdaqGS
MAXI,NasdaqGM
MBAVU,NasdaqGM
MBAVW,NasdaqGM
MBB,NasdaqGM
MBINL,NasdaqCM
MBINM,NasdaqCM
MBINN,NasdaqCM
MBNKO,NasdaqCM
MBS,NasdaqGM
MBVIU,NasdaqGM
MBVIW,NasdaqGM
MCDS,NasdaqGM
MCFT,NasdaqGM
MCGAU,NasdaqGM
MCGAW,NasdaqGM
MCHI,NasdaqGM
MCHPP,NasdaqGS
MCHS,NasdaqGM
MDAIW,NasdaqCM
MDBH,NasdaqCM
MDCXW,NasdaqCM
MDIV,NasdaqGM
MDLZ,NasdaqGS
MEDP,NasdaqGS
MEDX,NasdaqGM
MEMA,NasdaqGM
MEMS,NasdaqGM
MERC,NasdaqGS
MESHU,NasdaqGM
MESHW,NasdaqGM
METCI,NasdaqGM
METCZ,NasdaqGS
METD,NasdaqGM
METL,NasdaqGM
METU,NasdaqGM
MEVOU,NasdaqGM
MEVOW,NasdaqGM
MFI,NasdaqCM
MFIC,NasdaqGS
MFICL,NasdaqGS
MFIG,NasdaqGM
MFLX,NasdaqGM
MFMO,NasdaqGM
MFVL,NasdaqGM
MGIH,NasdaqCM
MGN,NasdaqCM
MGTX,NasdaqGS
MILN,NasdaqGM
MKAM,NasdaqGM
MKDWW,NasdaqCM
MKLYR,NasdaqGM
MKLYU,NasdaqGM
MKTX,NasdaqGS
MLAAU,NasdaqGM
MLACR,NasdaqGM
MLACU,NasdaqGM
MLCIL,NasdaqGM
MLECW,NasdaqCM
MMTXU,NasdaqGM
MMTXW,NasdaqGM
MNTSW,NasdaqCM
MNYWW,NasdaqGM
MNZL,NasdaqGM
MOBBW,NasdaqCM
MOBXW,NasdaqCM
MODL,NasdaqGM
MOOD,NasdaqGM
MPG,NasdaqGM
MQQQ,NasdaqGM
MRAL,NasdaqGM
MRCC,NasdaqGS
MRNOW,NasdaqCM
MRVI,NasdaqGS
MRVU,NasdaqGM
MSAI,NasdaqCM
MSAIW,NasdaqCM
MSBIP,NasdaqGS
MSDD,NasdaqGM
MSFD,NasdaqGM
MSFL,NasdaqGM
MSFU,NasdaqGM
MST,NasdaqGM
MSTP,NasdaqGM
MSTX,NasdaqGM
MSW,NasdaqCM
MTEKW,NasdaqCM
MTEN,NasdaqCM
MTSI,NasdaqGS
MTYY,NasdaqGM
MUD,NasdaqGM
MULL,NasdaqGM
MULT,NasdaqGM
MUU,NasdaqGM
MUZEU,NasdaqGM
MVLL,NasdaqGM
MVST,NasdaqCM
MVSTW,NasdaqCM
MWYN,NasdaqCM
MYCF,NasdaqGM
MYCG,NasdaqGM
MYCH,NasdaqGM
MYCI,NasdaqGM
MYCJ,NasdaqGM
MYCK,NasdaqGM
MYCL,NasdaqGM
MYCM,NasdaqGM
MYCN,NasdaqGM
MYCO,NasdaqGM
MYMF,NasdaqGM
MYMG,NasdaqGM
MYMH,NasdaqGM
MYMI,NasdaqGM
MYMJ,NasdaqGM
MYMK,NasdaqGM
MYPSW,NasdaqGM
MYSEW,NasdaqCM
NAII,NasdaqGM
NAMMW,NasdaqCM
NAMSW,NasdaqGM
NATO,NasdaqGM
NBIG,NasdaqGM
NBIL,NasdaqGM
NBRGU,NasdaqCM
NCI,NasdaqCM
NCIQ,NasdaqGM
NCPB,NasdaqGM
NCPLW,NasdaqCM
NCSM,NasdaqCM
NDAA,NasdaqGM
NEMG,NasdaqGM
NEOVW,NasdaqCM
NETG,NasdaqGM
NEWTG,NasdaqGM
NEWTH,NasdaqGM
NEWTI,NasdaqGM
NEWTO,NasdaqGM
NEWTP,NasdaqGM
NEWZ,NasdaqGM
NEXN,NasdaqGM
NFRX,NasdaqGM
NFTY,NasdaqGM
NFXL,NasdaqGM
NFXS,NasdaqGM
NHICU,NasdaqGM
NHICW,NasdaqGM
NHPAP,NasdaqGM
NHPBP,NasdaqGM
NIKL,NasdaqGM
NIOBW,NasdaqCM
NIOG,NasdaqGM
NIVFW,NasdaqCM
NIXT,NasdaqGM
NIXXW,NasdaqCM
NMFCZ,NasdaqGM
NMIH,NasdaqGM
NMPAR,NasdaqGM
NMPAU,NasdaqGM
NNAVW,NasdaqCM
NODK,NasdaqCM
NOEMR,NasdaqGM
NOEMU,NasdaqGM
NOEMW,NasdaqGM
NOVTU,NasdaqGS
NOWL,NasdaqGM
NPACU,NasdaqGM
NPACW,NasdaqGM
NPFI,NasdaqGM
NRES,NasdaqGM
NRSNW,NasdaqCM
NRXPW,NasdaqCM
NSCR,NasdaqGM
NSI,NasdaqGM
NTHI,NasdaqGM
NTIC,NasdaqGM
NTRBW,NasdaqCM
NTRS,NasdaqGS
NTRSO,NasdaqGS
NTWOU,NasdaqGM
NTWOW,NasdaqGM
NUAIW,NasdaqCM
NUG,NasdaqGM
NUGY,NasdaqGM
NUSB,NasdaqGM
NVAWW,NasdaqCM
NVD,NasdaqGM
NVDD,NasdaqGM
NVDG,NasdaqGM
NVDL,NasdaqGM
NVDS,NasdaqGM
NVDU,NasdaqGM
NVNIW,NasdaqCM
NVVEW,NasdaqCM
NVYY,NasdaqGM
NXGLW,NasdaqCM
NXPLW,NasdaqCM
NXTG,NasdaqGM
NZAC,NasdaqGM
NZUS,NasdaqGM
OABIW,NasdaqCM
OACCU,NasdaqGM
OACCW,NasdaqGM
OAKUR,NasdaqCM
OAKUU,NasdaqCM
OAKUW,NasdaqCM
OBAI,NasdaqGM
OBAWU,NasdaqGM
OBAWW,NasdaqGM
OBIL,NasdaqGM
OBIO,NasdaqGM
OBTC,NasdaqGM
OCCI,NasdaqCM
OCCIM,NasdaqCM
OCCIN,NasdaqCM
OCCIO,NasdaqCM
OCSAW,NasdaqGM
OCSL,NasdaqGS
ODDS,NasdaqGM
ODVWZ,NasdaqCM
OFS,NasdaqGS
OFSSH,NasdaqGS
OFSSO,NasdaqGM
OIMAU,NasdaqGM
OKLL,NasdaqGM
OKTG,NasdaqGM
OLLI,NasdaqGM
OLPX,NasdaqGS
OMAB,NasdaqGS
ONBPO,NasdaqGS
ONBPP,NasdaqGS
ONCHU,NasdaqGM
ONCHW,NasdaqGM
ONDG,NasdaqGM
ONEQ,NasdaqGM
ONFO,NasdaqCM
ONFOW,NasdaqCM
ONMDW,NasdaqCM
OOQB,NasdaqGM
OOSB,NasdaqGM
OPEG,NasdaqGM
OPENL,NasdaqGS
OPENW,NasdaqGS
OPENZ,NasdaqGS
OPPJ,NasdaqGM
OPTX,NasdaqCM
OPTXW,NasdaqCM
OPTZ,NasdaqGM
OPXS,NasdaqCM
ORBS,NasdaqCM
ORCS,NasdaqGM
ORCU,NasdaqGM
ORCX,NasdaqGM
ORGNW,NasdaqCM
ORGO,NasdaqCM
ORIQU,NasdaqGM
ORIQW,NasdaqGM
ORIS,NasdaqCM
ORLG,NasdaqGM
ORR,NasdaqGM
OSCG,NasdaqGM
OSCX,NasdaqGM
OSRH,NasdaqCM
OSRHW,NasdaqCM
OSW,NasdaqCM
OTGAU,NasdaqGM
OTGAW,NasdaqGM
OTGL,NasdaqGM
OWLS,NasdaqGM
OXBR,NasdaqCM
OXBRW,NasdaqCM
OXLC,NasdaqGS
OXLCG,NasdaqGS
OXLCI,NasdaqGS
OXLCL,NasdaqGS
OXLCN,NasdaqGS
OXLCO,NasdaqGS
OXLCP,NasdaqGS
OXLCZ,NasdaqGS
OXSQ,NasdaqGS
OXSQG,NasdaqGS
OXSQH,NasdaqGS
OYSER,NasdaqGM
OYSEU,NasdaqGM
OZEM,NasdaqGM
OZKAP,NasdaqGS
PAACU,NasdaqGM
PABD,NasdaqGM
PABU,NasdaqGM
PACHU,NasdaqGM
PACHW,NasdaqGM
PAGP,NasdaqGS
PALD,NasdaqGM
PALOU,NasdaqGM
PALU,NasdaqGM
PANG,NasdaqGM
PATN,NasdaqGM
PBEU,NasdaqGM
PBMWW,NasdaqCM
PBOG,NasdaqGM
PBPH,NasdaqGM
PBQQ,NasdaqGM
PBRG,NasdaqGM
PC,NasdaqCM
PCAPU,NasdaqGM
PCAPW,NasdaqGM
PCMM,NasdaqGM
PCTTU,NasdaqCM
PCTTW,NasdaqCM
PDBA,NasdaqGM
PDBC,NasdaqGM
PDD,NasdaqGS
PDDL,NasdaqGM
PDP,NasdaqGM
PDYNW,NasdaqGM
PELIR,NasdaqGM
PELIU,NasdaqGM
PEPS,NasdaqGM
PETZ,NasdaqCM
PEY,NasdaqGM
PEZ,NasdaqGM
PFBC,NasdaqGS
PFDE,NasdaqGM
PFF,NasdaqGM
PFI,NasdaqGM
PFM,NasdaqGM
PFOE,NasdaqGM
PFXNZ,NasdaqGM
PGACR,NasdaqGM
PGACU,NasdaqGM
PGJ,NasdaqGM
PGYWW,NasdaqCM
PHO,NasdaqGM
PHOE,NasdaqCM
PID,NasdaqGM
PIE,NasdaqGM
PIIIW,NasdaqCM
PIO,NasdaqGM
PIZ,NasdaqGM
PKOH,NasdaqGS
PKW,NasdaqGM
PLMKU,NasdaqGM
PLMKW,NasdaqGM
PLMR,NasdaqGS
PLTD,NasdaqGM
PLTG,NasdaqGM
PLTU,NasdaqGM
PLTZ,NasdaqGM
PLUL,NasdaqGM
PLYY,NasdaqGM
PMBS,NasdaqGM
PMEC,NasdaqCM
PMTRU,NasdaqGM
PMTRW,NasdaqGM
PNQI,NasdaqGM
POLEU,NasdaqGM
POLEW,NasdaqGM
POWWP,NasdaqCM
PPH,NasdaqGM
PPI,NasdaqGM
PPIH,NasdaqGM
PQAP,NasdaqGM
PQJA,NasdaqGM
PQJL,NasdaqGM
PQOC,NasdaqGM
PRENW,NasdaqCM
PRFZ,NasdaqGM
PRHI,NasdaqCM
PRHIZ,NasdaqGM
PRMR,NasdaqGM
PRN,NasdaqGM
PROV,NasdaqGS
PRTH,NasdaqCM
PSC,NasdaqGM
PSCC,NasdaqGM
PSCD,NasdaqGM
PSCE,NasdaqGM
PSCF,NasdaqGM
PSCH,NasdaqGM
PSCI,NasdaqGM
PSCM,NasdaqGM
PSCT,NasdaqGM
PSCU,NasdaqGM
PSEC,NasdaqGS
PSET,NasdaqGM
PSIG,NasdaqCM
PSIX,NasdaqCM
PSL,NasdaqGM
PSNYW,NasdaqGM
PSTR,NasdaqGM
PSWD,NasdaqGM
PTF,NasdaqGM
PTH,NasdaqGM
PTIR,NasdaqGM
PTNQ,NasdaqGM
PTORU,NasdaqGM
PTRN,NasdaqGS
PUI,NasdaqGM
PWRD,NasdaqGM
PXI,NasdaqGM
PY,NasdaqGM
PYPG,NasdaqGM
PYPL,NasdaqGS
PYZ,NasdaqGM
PZZA,NasdaqGS
QABA,NasdaqGM
QALT,NasdaqGM
QAT,NasdaqGM
QB,NasdaqGM
QBIG,NasdaqGM
QBTZ,NasdaqGM
QBUF,NasdaqGM
QBY,NasdaqGM
QCLN,NasdaqGM
QCLR,NasdaqGM
QCMD,NasdaqGM
QCML,NasdaqGM
QCMU,NasdaqGM
QCRH,NasdaqGM
QDTY,NasdaqGM
QETAR,NasdaqGM
QETAU,NasdaqGM
QFIN,NasdaqGS
QGRD,NasdaqGM
QHDG,NasdaqGM
QLDY,NasdaqGM
QMID,NasdaqGM
QMMM,NasdaqCM
QMOM,NasdaqGM
QNXT,NasdaqGM
QOWZ,NasdaqGM
QPUX,NasdaqGM
QQA,NasdaqGM
QQDN,NasdaqGM
QQEW,NasdaqGM
QQHG,NasdaqGM
QQJG,NasdaqGM
QQLV,NasdaqGM
QQMG,NasdaqGM
QQQ,NasdaqGM
QQQA,NasdaqGM
QQQE,NasdaqGM
QQQG,NasdaqGM
QQQH,NasdaqGM
QQQI,NasdaqGM
QQQJ,NasdaqGM
QQQM,NasdaqGM
QQQP,NasdaqGM
QQQS,NasdaqGM
QQQT,NasdaqGM
QQQX,NasdaqGS
QQQY,NasdaqGM
QQUP,NasdaqGM
QQWZ,NasdaqGM
QQXL,NasdaqGM
QQXT,NasdaqGM
QRMI,NasdaqGM
QSEAR,NasdaqGM
QSEAU,NasdaqGM
QSIAW,NasdaqGM
QSIX,NasdaqGM
QSML,NasdaqGM
QTEC,NasdaqGM
QTI,NasdaqCM
QTOP,NasdaqGM
QTR,NasdaqGM
QTUM,NasdaqGM
QUMSR,NasdaqGM
QUMSU,NasdaqGM
QVAL,NasdaqGM
QVCGA,NasdaqCM
QVCGP,NasdaqCM
QXQ,NasdaqGM
QYLD,NasdaqGM
QYLG,NasdaqGM
RAA,NasdaqGM
RAAQU,NasdaqGM
RAAQW,NasdaqGM
RAINW,NasdaqCM
RAND,NasdaqCM
RANGR,NasdaqGM
RANGU,NasdaqGM
RANI,NasdaqGM
RAUS,NasdaqGM
RBIL,NasdaqGM
RCAT,NasdaqCM
RCAX,NasdaqGM
RCGE,NasdaqGM
RCKTW,NasdaqCM
RCT,NasdaqCM
RDACR,NasdaqCM
RDACU,NasdaqCM
RDAGU,NasdaqGM
RDAGW,NasdaqGM
RDI,NasdaqCM
RDIB,NasdaqCM
RDTL,NasdaqGM
RDTY,NasdaqGM
RDVY,NasdaqGM
RDZNW,NasdaqCM
REAI,NasdaqGM
RECT,NasdaqCM
REGCO,NasdaqGS
REGCP,NasdaqGS
REIT,NasdaqGM
REMG,NasdaqGM
REVBW,NasdaqCM
RFAIR,NasdaqGM
RFAIU,NasdaqGM
RFAMU,NasdaqGM
RFDI,NasdaqGM
RFEM,NasdaqGM
RGC,NasdaqCM
RGLO,NasdaqGM
RGTIW,NasdaqCM
RGTX,NasdaqGM
RGTZ,NasdaqGM
RGYY,NasdaqGM
RIBBR,NasdaqCM
RIBBU,NasdaqCM
RICK,NasdaqGM
RIFR,NasdaqGM
RILY,NasdaqGM
RILYG,NasdaqGM
RILYK,NasdaqGM
RILYL,NasdaqGM
RILYN,NasdaqGM
RILYP,NasdaqGM
RILYT,NasdaqGM
RILYZ,NasdaqGM
RIME,NasdaqCM
RING,NasdaqGM
RINT,NasdaqGM
RITR,NasdaqCM
RJET,NasdaqGS
RKLX,NasdaqGM
RKLZ,NasdaqGM
RKNG,NasdaqGM
RMCOW,NasdaqCM
RMSGW,NasdaqCM
RNEM,NasdaqGM
RNGTU,NasdaqGM
RNGTW,NasdaqGM
RNIN,NasdaqGM
RNRG,NasdaqGM
RNWWW,NasdaqGS
ROBT,NasdaqGM
ROE,NasdaqGM
RPAY,NasdaqCM
RSVRW,NasdaqGM
RTACU,NasdaqGM
RTACW,NasdaqGM
RTH,NasdaqGM
RTXG,NasdaqGM
RTYY,NasdaqGM
RUMBW,NasdaqGM
RUNN,NasdaqGM
RUSC,NasdaqGM
RVMDW,NasdaqGS
RVNL,NasdaqGM
RVPH,NasdaqCM
RVSNW,NasdaqCM
RWAYI,NasdaqGS
RWAYL,NasdaqGS
RWAYZ,NasdaqGS
RYAAY,NasdaqGS
RZLVW,NasdaqCM
SAAQU,NasdaqGM
SABSW,NasdaqCM
SAIC,NasdaqGS
SAIHW,NasdaqCM
SARK,NasdaqGM
SATA,NasdaqGM
SATG,NasdaqGM
SATLW,NasdaqCM
SBC,NasdaqGM
SBCWW,NasdaqCM
SBFMW,NasdaqCM
SBU,NasdaqGM
SCAGW,NasdaqCM
SCDS,NasdaqGM
SCIIR,NasdaqGM
SCIIU,NasdaqGM
SCLS,NasdaqGM
SCLXW,NasdaqCM
SCNX,NasdaqCM
SCPQU,NasdaqGM
SCPQW,NasdaqGM
SCZ,NasdaqGM
SDAWW,NasdaqCM
SDG,NasdaqGM
SDHIR,NasdaqGM
SDHIU,NasdaqGM
SDSI,NasdaqGM
SDSTW,NasdaqCM
SDTY,NasdaqGM
SDVY,NasdaqGM
SEATW,NasdaqGS
SEEM,NasdaqGM
SEIE,NasdaqGM
SEIS,NasdaqGM
SELX,NasdaqCM
SEMY,NasdaqGM
SENS,NasdaqGS
SETM,NasdaqGM
SEVN,NasdaqCM
SFHG,NasdaqCM
SFLO,NasdaqGM
SGMT,NasdaqGM
SHAZ,NasdaqCM
SHFS,NasdaqCM
SHFSW,NasdaqCM
SHIP,NasdaqCM
SHMDW,NasdaqCM
SHPD,NasdaqGM
SHPH,NasdaqCM
SHPU,NasdaqGM
SHRY,NasdaqGM
SHV,NasdaqGM
SHY,NasdaqGM
SIGIP,NasdaqGS
SIMAU,NasdaqGM
SIMAW,NasdaqGM
SIRI,NasdaqGS
SIXG,NasdaqGM
SJCP,NasdaqGM
SJLD,NasdaqGM
SKK,NasdaqCM
SKOR,NasdaqGM
SKRE,NasdaqGM
SKYU,NasdaqGM
SKYY,NasdaqGM
SLDE,NasdaqGS
SLDPW,NasdaqGS
SLMBP,NasdaqGS
SLMT,NasdaqCM
SLNH,NasdaqCM
SLNHP,NasdaqCM
SLQD,NasdaqGM
SLRC,NasdaqGS
SLVO,NasdaqGM
SLVR,NasdaqGM
SLXNW,NasdaqCM
SMCF,NasdaqGM
SMCL,NasdaqGM
SMCO,NasdaqGM
SMCX,NasdaqGM
SMCZ,NasdaqGM
SMH,NasdaqGM
SMHX,NasdaqGM
SMOM,NasdaqGM
SMRI,NasdaqGM
SMST,NasdaqGM
SMXWW,NasdaqCM
SMYY,NasdaqGM
SNAG,NasdaqGM
SNCY,NasdaqGS
SNSR,NasdaqGM
SNTG,NasdaqCM
SOCAU,NasdaqGM
SOCAW,NasdaqGM
SOCL,NasdaqGM
SOFA,NasdaqGM
SOFX,NasdaqGM
SOHOB,NasdaqGM
SOHON,NasdaqGM
SOHOO,NasdaqGM
SOLC,NasdaqGM
SOLT,NasdaqGM
SOLZ,NasdaqGM
SORNU,NasdaqGM
SOUNW,NasdaqGM
SOUX,NasdaqGM
SOXQ,NasdaqGM
SOXX,NasdaqGM
SPAM,NasdaqGM
SPAQ,NasdaqGM
SPBC,NasdaqGM
SPCT,NasdaqGM
SPCX,NasdaqGM
SPEGR,NasdaqGM
SPEGU,NasdaqGM
SPHL,NasdaqCM
SPIT,NasdaqGM
SPKLU,NasdaqGM
SPKLW,NasdaqGM
SPOG,NasdaqGM
SPOK,NasdaqGS
SPRX,NasdaqGM
SPWH,NasdaqGS
SPWRW,NasdaqCM
SPXD,NasdaqGM
SPYQ,NasdaqGM
SQFT,NasdaqCM
SQFTP,NasdaqCM
SQFTW,NasdaqCM
SQLV,NasdaqGM
SQQQ,NasdaqGM
SRET,NasdaqGM
SRTAW,NasdaqCM
SRZNW,NasdaqCM
SSACU,NasdaqGM
SSEAR,NasdaqCM
SSEAU,NasdaqCM
SSII,NasdaqCM
SSNC,NasdaqGS
SSS,NasdaqGM
SSSS,NasdaqGS
SSSSL,NasdaqGM
STFS,NasdaqCM
STHO,NasdaqGM
STNC,NasdaqGM
STRC,NasdaqGS
STRD,NasdaqGS
STRF,NasdaqGS
STRK,NasdaqGS
STRR,NasdaqGS
STRRP,NasdaqGS
STSSW,NasdaqCM
STX,NasdaqGS
SUGP,NasdaqCM
SUIG,NasdaqCM
SUIS,NasdaqGM
SUNS,NasdaqCM
SUPP,NasdaqGM
SUSB,NasdaqGM
SUSC,NasdaqGM
SUSL,NasdaqGM
SVACU,NasdaqGM
SVACW,NasdaqGM
SVAQU,NasdaqGM
SVAQW,NasdaqGM
SVC,NasdaqGS
SVCCU,NasdaqGM
SVCCW,NasdaqGM
SVIVU,NasdaqGM
SVREW,NasdaqCM
SWAGW,NasdaqCM
SWKH,NasdaqGM
SWKHL,NasdaqGM
SWP,NasdaqGM
SWVL,NasdaqCM
SWVLW,NasdaqCM
SXTPW,NasdaqCM
SY,NasdaqCM
SYZ,NasdaqGM
SZZLR,NasdaqGM
SZZLU,NasdaqGM
TACHU,NasdaqGM
TACHW,NasdaqGM
TACOU,NasdaqGM
TACOW,NasdaqGM
TALKW,NasdaqCM
TANH,NasdaqCM
TARK,NasdaqGM
TAVIR,NasdaqGM
TAVIU,NasdaqGM
TAX,NasdaqGM
TAXE,NasdaqGM
TAXI,NasdaqGM
TAXS,NasdaqGM
TAXT,NasdaqGM
TBH,NasdaqCM
TBIL,NasdaqGM
TBLAW,NasdaqGS
TBLD,NasdaqGS
TBMCR,NasdaqGM
TCBIO,NasdaqGS
TCHI,NasdaqGM
TCPC,NasdaqGS
TDACU,NasdaqGM
TDACW,NasdaqGM
TDI,NasdaqGM
TDIV,NasdaqGM
TDOG,NasdaqGM
TDSB,NasdaqGM
TDSC,NasdaqGM
TDTH,NasdaqCM
TDWDR,NasdaqGM
TDWDU,NasdaqGM
TEKX,NasdaqGM
TEKY,NasdaqGM
TENB,NasdaqGS
TERG,NasdaqGM
TEXN,NasdaqGM
TEXX,NasdaqGM
TFNS,NasdaqGM
THCH,NasdaqCM
THH,NasdaqCM
THMZ,NasdaqGM
THRV,NasdaqGM
THRY,NasdaqCM
THYM,NasdaqGM
TIGO,NasdaqGS
TIRX,NasdaqCM
TLA,NasdaqGM
TLIH,NasdaqCM
TLNCU,NasdaqGM
TLNCW,NasdaqGM
TLSIW,NasdaqGM
TLT,NasdaqGM
TMB,NasdaqGM
TMCWW,NasdaqGS
TMED,NasdaqGM
TMET,NasdaqGM
TMNL,NasdaqGM
TMNS,NasdaqGM
TMSF,NasdaqGM
TMTSU,NasdaqGM
TMUSI,NasdaqGM
TMUSL,NasdaqGM
TMUSZ,NasdaqGM
TNONW,NasdaqCM
TNXT,NasdaqGM
TOIIW,NasdaqCM
TPGXL,NasdaqGM
TPLS,NasdaqGM
TQQQ,NasdaqGM
TQQY,NasdaqGM
TRBF,NasdaqGM
TRINI,NasdaqGS
TRINZ,NasdaqGS
TRUC,NasdaqGM
TRUD,NasdaqGM
TRUG,NasdaqCM
TRUT,NasdaqGM
TSCM,NasdaqGM
TSDD,NasdaqGM
TSEL,NasdaqGM
TSL,NasdaqGM
TSLG,NasdaqGM
TSLL,NasdaqGM
TSLQ,NasdaqGM
TSLR,NasdaqGM
TSLS,NasdaqGM
TSMG,NasdaqGM
TSMU,NasdaqGM
TSMX,NasdaqGM
TSMZ,NasdaqGM
TSPY,NasdaqGM
TSYX,NasdaqGM
