ticker,exchange
GHRS,NasdaqGM
GIFT,NasdaqCM
GIG,NasdaqGM
GIGM,NasdaqCM
GIII,NasdaqGS
GILD,NasdaqGS
GILT,NasdaqGS
GITS,NasdaqCM
GIW,NasdaqGM
GLBE,NasdaqGS
GLBS,NasdaqCM
GLDD,NasdaqGS
GLE,NasdaqCM
GLMD,NasdaqCM
GLNG,NasdaqGS
GLPG,NasdaqGS
GLPI,NasdaqGS
GLRE,NasdaqGS
GLSI,NasdaqCM
GLTO,NasdaqCM
GLUE,NasdaqGS
GLXG,NasdaqCM
GLXY,NasdaqGS
GMAB,NasdaqGS
GMGI,NasdaqCM
GMM,NasdaqCM
GNLX,NasdaqCM
GNPX,NasdaqCM
GNSS,NasdaqCM
GNTA,NasdaqCM
GNTX,NasdaqGS
GO,NasdaqGS
GOAI,NasdaqCM
GOCO,NasdaqCM
GOGO,NasdaqGS
GOOG,NasdaqGS
GOOGL,NasdaqGS
GOSS,NasdaqGS
GOVX,NasdaqCM
GP,NasdaqCM
GPAC,NasdaqGM
GPAT,NasdaqGM
GPCR,NasdaqGM
GPRE,NasdaqGS
GPRO,NasdaqGS
GRAL,NasdaqGS
GRAN,NasdaqCM
GRCE,NasdaqCM
GRDX,NasdaqCM
GRFS,NasdaqGS
GRI,NasdaqCM
GRNQ,NasdaqCM
GROW,NasdaqCM
GRPN,NasdaqGS
GRRR,NasdaqCM
GRVY,NasdaqGM
GRWG,NasdaqCM
GSAT,NasdaqGS
GSBC,NasdaqGS
GSHD,NasdaqGS
GSHR,NasdaqGM
GSIT,NasdaqGS
GSIW,NasdaqCM
GSM,NasdaqCM
GSRF,NasdaqGM
GSUN,NasdaqCM
GT,NasdaqGS
GTBP,NasdaqCM
GTEC,NasdaqCM
GTERA,NasdaqGM
GTIM,NasdaqCM
GTLB,NasdaqGS
GTM,NasdaqGS
GTX,NasdaqGS
GURE,NasdaqCM
GUTS,NasdaqGM
GWAV,NasdaqCM
GWRS,NasdaqGM
GXAI,NasdaqCM
GYRE,NasdaqCM
GYRO,NasdaqCM
HAFC,NasdaqGS
HAIN,NasdaqGS
HALO,NasdaqGS
HAO,NasdaqCM
HAS,NasdaqGS
HAVA,NasdaqGM
HBAN,NasdaqGS
HBCP,NasdaqGS
HBIO,NasdaqCM
HBNC,NasdaqGS
HBT,NasdaqGS
HCAC,NasdaqGM
HCAI,NasdaqCM
HCAT,NasdaqGS
HCKT,NasdaqGS
HCM,NasdaqGS
HCMA,NasdaqGM
HCSG,NasdaqGS
HCTI,NasdaqCM
HCWB,NasdaqCM
HDSN,NasdaqCM
HELE,NasdaqGS
HELP,NasdaqGM
HEPS,NasdaqGS
HERE,NasdaqGM
HFBL,NasdaqCM
HFFG,NasdaqCM
HFWA,NasdaqGS
HGBL,NasdaqCM
HHS,NasdaqGM
HIFS,NasdaqGM
HIMX,NasdaqGS
HIT,NasdaqCM
HITI,NasdaqCM
HIVE,NasdaqCM
HKIT,NasdaqCM
HKPD,NasdaqCM
HLIT,NasdaqGS
HLMN,NasdaqGM
HLNE,NasdaqGS
HLP,NasdaqCM
HLXC,NasdaqGM
HNNA,NasdaqGM
HNRG,NasdaqCM
HNST,NasdaqGS
HNVR,NasdaqGS
HOFT,NasdaqGS
HOLO,NasdaqCM
HOLX,NasdaqGS
HOOD,NasdaqGS
HOPE,NasdaqGS
HOTH,NasdaqCM
HOUR,NasdaqCM
HOVR,NasdaqCM
HOWL,NasdaqGS
HPAI,NasdaqCM
HPK,NasdaqGM
HQI,NasdaqCM
HQY,NasdaqGS
HROW,NasdaqGM
HRTX,NasdaqCM
HRZN,NasdaqGS
HSAI,NasdaqGS
HSCS,NasdaqCM
HSDT,NasdaqCM
HSIC,NasdaqGS
HSPT,NasdaqGM
HST,NasdaqGS
HSTM,NasdaqGS
HTBK,NasdaqGS
HTCR,NasdaqCM
HTFL,NasdaqGS
HTHT,NasdaqGS
HTLD,NasdaqGS
HTLM,NasdaqCM
HTO,NasdaqGS
HTOO,NasdaqCM
HUBC,NasdaqCM
HUBG,NasdaqGS
HUIZ,NasdaqGM
HUMA,NasdaqGS
HURA,NasdaqCM
HURC,NasdaqGS
HURN,NasdaqGS
HUT,NasdaqGS
HVII,NasdaqGM
HVMC,NasdaqGM
HWBK,NasdaqGS
HWC,NasdaqGS
HWKN,NasdaqGS
HYMC,NasdaqCM
HYNE,NasdaqCM
HYPD,NasdaqCM
HYPR,NasdaqGM
IAC,NasdaqGS
IBAC,NasdaqGM
IBCP,NasdaqGS
IBEX,NasdaqGM
IBG,NasdaqCM
IBIO,NasdaqCM
IBKR,NasdaqGS
IBRX,NasdaqGS
ICCC,NasdaqCM
ICCM,NasdaqCM
ICG,NasdaqCM
ICLR,NasdaqGS
ICMB,NasdaqGS
ICON,NasdaqCM
ICU,NasdaqCM
ICUI,NasdaqGS
IDAI,NasdaqCM
IDCC,NasdaqGS
IDN,NasdaqGM
IDXX,NasdaqGS
IDYA,NasdaqGS
IEP,NasdaqGS
IFBD,NasdaqCM
IFRX,NasdaqGS
IGAC,NasdaqGM
IHRT,NasdaqGS
III,NasdaqGM
IIIV,NasdaqGS
IINN,NasdaqCM
IKT,NasdaqCM
ILAG,NasdaqCM
ILMN,NasdaqGS
IMA,NasdaqCM
IMCC,NasdaqCM
IMDX,NasdaqCM
IMG,NasdaqCM
IMKTA,NasdaqGS
IMMP,NasdaqGM
IMMR,NasdaqGS
IMMX,NasdaqCM
IMNM,NasdaqCM
IMNN,NasdaqCM
IMOS,NasdaqGS
IMPP,NasdaqCM
IMRN,NasdaqCM
IMRX,NasdaqGM
IMSR,NasdaqGS
IMTE,NasdaqCM
IMTX,NasdaqCM
IMUX,NasdaqCM
IMVT,NasdaqGS
INAB,NasdaqCM
INAC,NasdaqGM
INBK,NasdaqGS
INBS,NasdaqCM
INBX,NasdaqGS
INCR,NasdaqGM
INCY,NasdaqGS
INDB,NasdaqGS
INDI,NasdaqCM
INDP,NasdaqCM
INDV,NasdaqGS
INGN,NasdaqGS
INKT,NasdaqCM
INLF,NasdaqCM
INM,NasdaqCM
INMB,NasdaqCM
INMD,NasdaqGS
INNV,NasdaqGS
INO,NasdaqCM
INOD,NasdaqGM
INSE,NasdaqCM
INSG,NasdaqGS
INSM,NasdaqGS
INTA,NasdaqGS
INTC,NasdaqGS
INTG,NasdaqCM
INTJ,NasdaqCM
INTR,NasdaqGS
INTS,NasdaqCM
INTU,NasdaqGS
INTZ,NasdaqCM
INV,NasdaqGM
INVA,NasdaqGS
INVE,NasdaqCM
INVZ,NasdaqCM
IOBT,NasdaqGS
IONR,NasdaqCM
IONS,NasdaqGS
IOSP,NasdaqGS
IOTR,NasdaqCM
IOVA,NasdaqGM
IPAR,NasdaqGS
IPCX,NasdaqGM
IPDN,NasdaqCM
IPEX,NasdaqGM
IPGP,NasdaqGS
IPHA,NasdaqGS
IPM,NasdaqCM
IPOD,NasdaqGM
IPSC,NasdaqCM
IPW,NasdaqCM
IPWR,NasdaqCM
IPX,NasdaqCM
IQ,NasdaqGS
IQST,NasdaqCM
IRD,NasdaqCM
IRDM,NasdaqGS
IREN,NasdaqGS
IRHO,NasdaqGM
IRIX,NasdaqCM
IRMD,NasdaqGM
IRON,NasdaqGM
IROQ,NasdaqCM
IRWD,NasdaqGS
ISBA,NasdaqCM
ISPC,NasdaqCM
ISPR,NasdaqCM
ISRG,NasdaqGS
ISSC,NasdaqGS
ISTR,NasdaqGM
ITHA,NasdaqGM
ITIC,NasdaqGS
ITRI,NasdaqGS
ITRM,NasdaqCM
ITRN,NasdaqGS
IVA,NasdaqGM
IVDA,NasdaqCM
IVF,NasdaqCM
IVVD,NasdaqGM
IXHL,NasdaqCM
IZEA,NasdaqCM
IZM,NasdaqCM
JACK,NasdaqGS
JAGX,NasdaqCM
JAKK,NasdaqGS
JANX,NasdaqGM
JAZZ,NasdaqGS
JBHT,NasdaqGS
JBIO,NasdaqCM
JBLU,NasdaqGS
JBSS,NasdaqGS
JCAP,NasdaqGS
JCTC,NasdaqCM
JD,NasdaqGS
JDZG,NasdaqCM
JFBR,NasdaqCM
JFIN,NasdaqGM
JFU,NasdaqGM
JG,NasdaqCM
JJSF,NasdaqGS
JKHY,NasdaqGS
JL,NasdaqCM
JLHL,NasdaqCM
JMSB,NasdaqCM
JOUT,NasdaqGS
JOYY,NasdaqGS
JSPR,NasdaqCM
JTAI,NasdaqCM
JUNS,NasdaqCM
JVA,NasdaqCM
JWEL,NasdaqCM
JXG,NasdaqCM
JYD,NasdaqCM
JYNT,NasdaqCM
JZ,NasdaqCM
KALA,NasdaqCM
KALU,NasdaqGS
KALV,NasdaqGM
KARO,NasdaqCM
KBON,NasdaqGM
KBSX,NasdaqGM
KCHV,NasdaqGM
KDK,NasdaqGM
KDP,NasdaqGS
KE,NasdaqGS
KELYA,NasdaqGS
KELYB,NasdaqGS
KEQU,NasdaqGM
KFFB,NasdaqGM
KFII,NasdaqGM
KG,NasdaqCM
KGEI,NasdaqCM
KHC,NasdaqGS
KIDS,NasdaqGM
KINS,NasdaqCM
KITT,NasdaqCM
KLAC,NasdaqGS
KLIC,NasdaqGS
KLRS,NasdaqGM
KLTO,NasdaqCM
KLTR,NasdaqGS
KMB,NasdaqGS
KMDA,NasdaqGS
KMRK,NasdaqCM
KMTS,NasdaqGS
KNDI,NasdaqGS
KOD,NasdaqGM
KOPN,NasdaqCM
KOSS,NasdaqCM
KOYN,NasdaqGM
KPRX,NasdaqCM
KPTI,NasdaqGS
KRMD,NasdaqCM
KRNT,NasdaqGS
KRNY,NasdaqGS
KROS,NasdaqGM
KRRO,NasdaqCM
KRT,NasdaqGS
KRUS,NasdaqGM
KRYS,NasdaqGS
KSCP,NasdaqCM
KSPI,NasdaqGS
KTCC,NasdaqGM
KTOS,NasdaqGS
KTTA,NasdaqCM
KURA,NasdaqGS
KUST,NasdaqCM
KVAC,NasdaqGM
KVHI,NasdaqGS
KWM,NasdaqGM
KYIV,NasdaqGS
KYMR,NasdaqGM
KYNB,NasdaqGS
KYTX,NasdaqGS
KZIA,NasdaqCM
KZR,NasdaqCM
LAB,NasdaqGS
LAES,NasdaqGS
LAFA,NasdaqGM
LAKE,NasdaqGM
LAMR,NasdaqGS
LAND,NasdaqGM
LARK,NasdaqGM
LASE,NasdaqCM
LASR,NasdaqGS
LATA,NasdaqGM
LAUR,NasdaqGS
LAWR,NasdaqCM
LBRDA,NasdaqGS
LBRDK,NasdaqGS
LBRX,NasdaqGM
LBTYA,NasdaqGS
LBTYB,NasdaqGS
LBTYK,NasdaqGS
LCCC,NasdaqGM
LCFY,NasdaqCM
LCID,NasdaqGS
LCNB,NasdaqCM
LCUT,NasdaqGS
LE,NasdaqCM
LEDS,NasdaqCM
LEE,NasdaqGS
LEGH,NasdaqGS
LEGN,NasdaqGS
LENZ,NasdaqGS
LESL,NasdaqGS
LEXX,NasdaqCM
LFAC,NasdaqGM
LFCR,NasdaqGS
LFMD,NasdaqGM
LFS,NasdaqCM
LFST,NasdaqGS
LFUS,NasdaqGS
LFVN,NasdaqCM
LFWD,NasdaqCM
LGCB,NasdaqCM
LGCL,NasdaqCM
LGHL,NasdaqCM
LGIH,NasdaqGS
LGN,NasdaqGS
LGND,NasdaqGM
LGO,NasdaqGS
LGVN,NasdaqCM
LI,NasdaqGS
LIDR,NasdaqCM
LIEN,NasdaqGM
LIF,NasdaqGS
LIFE,NasdaqGS
LILA,NasdaqGS
LILAK,NasdaqGS
LIMN,NasdaqGM
LIN,NasdaqGS
LINC,NasdaqGS
LINE,NasdaqGS
LINK,NasdaqCM
LITM,NasdaqCM
LITS,NasdaqCM
LIVE,NasdaqCM
LIVN,NasdaqGS
LKFN,NasdaqGS
LKQ,NasdaqGS
LKSP,NasdaqGM
LMAT,NasdaqGM
LMFA,NasdaqCM
LMNR,NasdaqGS
LNAI,NasdaqCM
LNKB,NasdaqCM
LNKS,NasdaqCM
LNSR,NasdaqCM
LNT,NasdaqGS
LNZA,NasdaqCM
LOAN,NasdaqCM
LOBO,NasdaqCM
LOKV,NasdaqGM
LONA,NasdaqCM
LOOP,NasdaqGM
LOPE,NasdaqGS
LOT,NasdaqGS
LOVE,NasdaqGM
LPAA,NasdaqGM
LPBB,NasdaqGM
LPCN,NasdaqCM
LPCV,NasdaqGM
LPRO,NasdaqGM
LPSN,NasdaqGS
LPTH,NasdaqCM
LQDA,NasdaqCM
LQDT,NasdaqGS
LRCX,NasdaqGS
LRE,NasdaqCM
LRMR,NasdaqGM
LSAK,NasdaqGS
LSBK,NasdaqGM
LSCC,NasdaqGS
LSE,NasdaqCM
LSH,NasdaqCM
LSTA,NasdaqCM
LSTR,NasdaqGS
LTBR,NasdaqCM
LTRN,NasdaqCM
LTRX,NasdaqCM
LUCD,NasdaqCM
LUCY,NasdaqCM
LULU,NasdaqGS
LUNG,NasdaqGS
LUNR,NasdaqGM
LVO,NasdaqCM
LVRO,NasdaqGM
LWAC,NasdaqGM
LWAY,NasdaqGM
LWLG,NasdaqCM
LXEH,NasdaqGM
LXEO,NasdaqGM
LXRX,NasdaqCM
LYEL,NasdaqGS
LYFT,NasdaqGS
LYRA,NasdaqCM
LYTS,NasdaqGS
LZ,NasdaqGS
MAAS,NasdaqGM
MACI,NasdaqGM
MAMA,NasdaqCM
MAMK,NasdaqCM
MAMO,NasdaqCM
MANH,NasdaqGS
MAPS,NasdaqGS
MASI,NasdaqGS
MASK,NasdaqCM
MASS,NasdaqGM
MAT,NasdaqGS
MATH,NasdaqCM
MAXN,NasdaqGS
MAYS,NasdaqCM
MAZE,NasdaqGM
MB,NasdaqCM
MBAI,NasdaqCM
MBAV,NasdaqGM
MBBC,NasdaqCM
MBCN,NasdaqCM
MBIN,NasdaqCM
MBIO,NasdaqCM
MBLY,NasdaqGS
MBOT,NasdaqCM
MBRX,NasdaqCM
MBUU,NasdaqGM
MBVI,NasdaqGM
MBWM,NasdaqGS
MBX,NasdaqGS
MCBS,NasdaqGS
MCGA,NasdaqGM
MCHB,NasdaqGS
MCHP,NasdaqGS
MCHX,NasdaqGS
MCRB,NasdaqGS
MCRI,NasdaqGS
MCTA,NasdaqCM
MCW,NasdaqGS
MDAI,NasdaqCM
MDB,NasdaqGM
MDCX,NasdaqCM
MDGL,NasdaqGS
MDIA,NasdaqCM
MDLN,NasdaqGS
MDRR,NasdaqCM
MDWD,NasdaqGM
MDXG,NasdaqCM
MDXH,NasdaqCM
MEGL,NasdaqCM
MEHA,NasdaqCM
MELI,NasdaqGS
MENS,NasdaqGM
MEOH,NasdaqGS
MESH,NasdaqGM
MESO,NasdaqGS
META,NasdaqGS
METC,NasdaqGS
METCB,NasdaqGS
MEVO,NasdaqGM
MFIN,NasdaqGS
MGEE,NasdaqGS
MGIC,NasdaqGS
MGNI,NasdaqGS
MGNX,NasdaqGS
MGPI,NasdaqGS
MGRC,NasdaqGS
MGRT,NasdaqCM
MGRX,NasdaqCM
MGX,NasdaqGS
MGYR,NasdaqGM
MIDD,NasdaqGS
MIGI,NasdaqCM
MIMI,NasdaqCM
MIND,NasdaqCM
MIRA,NasdaqCM
MIRM,NasdaqGM
MIST,NasdaqGS
MITK,NasdaqCM
MKDW,NasdaqCM
MKLY,NasdaqGM
MKSI,NasdaqGS
MKTW,NasdaqGM
MKZR,NasdaqCM
MLAB,NasdaqGS
MLAC,NasdaqGM
MLCI,NasdaqGM
MLCO,NasdaqGS
MLEC,NasdaqCM
MLGO,NasdaqCM
MLKN,NasdaqGS
MLTX,NasdaqCM
MLYS,NasdaqGS
MMLP,NasdaqGS
MMSI,NasdaqGS
MMTX,NasdaqGM
MMYT,NasdaqGS
MNDO,NasdaqGM
MNDR,NasdaqCM
MNDY,NasdaqGS
MNKD,NasdaqGM
MNOV,NasdaqGM
MNPR,NasdaqCM
MNRO,NasdaqGS
MNSB,NasdaqCM
MNSBP,NasdaqCM
MNST,NasdaqGS
MNTK,NasdaqCM
MNTS,NasdaqCM
MNY,NasdaqGM
MOB,NasdaqCM
MOBX,NasdaqCM
MODD,NasdaqCM
MOLN,NasdaqGS
MOMO,NasdaqGS
MORN,NasdaqGS
MOVE,NasdaqCM
MPAA,NasdaqGS
MPB,NasdaqGM
MPLT,NasdaqGS
MPWR,NasdaqGS
MQ,NasdaqGS
MRAM,NasdaqGM
MRBK,NasdaqGS
MRCY,NasdaqGS
MREO,NasdaqCM
MRKR,NasdaqCM
MRM,NasdaqCM
MRNA,NasdaqGS
MRNO,NasdaqCM
MRTN,NasdaqGS
MRVL,NasdaqGS
MRX,NasdaqGS
MSBI,NasdaqGS
MSEX,NasdaqGS
MSFT,NasdaqGS
MSGM,NasdaqCM
MSGY,NasdaqCM
MSLE,NasdaqGM
MSS,NasdaqCM
MSTR,NasdaqGS
MTC,NasdaqCM
MTCH,NasdaqGS
MTEK,NasdaqCM
MTEX,NasdaqCM
MTLS,NasdaqGS
MTRX,NasdaqGS
MTVA,NasdaqCM
MU,NasdaqGS
MVBF,NasdaqCM
MVIS,NasdaqGM
MWH,NasdaqGS
MXCT,NasdaqGS
MXL,NasdaqGS
MYFW,NasdaqGS
MYGN,NasdaqGS
MYNZ,NasdaqCM
MYPS,NasdaqGM
MYRG,NasdaqGS
MYSE,NasdaqCM
MYSZ,NasdaqCM
MZTI,NasdaqGS
NA,NasdaqGM
NAAS,NasdaqCM
NAGE,NasdaqCM
NAKA,NasdaqGM
NAMI,NasdaqCM
NAMM,NasdaqGM
NAMS,NasdaqGM
NATH,NasdaqGS
NATR,NasdaqCM
NAUT,NasdaqCM
NAVI,NasdaqGS
NAVN,NasdaqGS
NB,NasdaqGM
NBBK,NasdaqCM
NBIS,NasdaqGS
NBIX,NasdaqGS
NBN,NasdaqGM
NBP,NasdaqGM
NBTB,NasdaqGS
NBTX,NasdaqGS
NCEL,NasdaqCM
NCEW,NasdaqCM
NCMI,NasdaqGS
NCNA,NasdaqCM
NCNO,NasdaqGS
NCPL,NasdaqCM
NCRA,NasdaqCM
NCT,NasdaqCM
NCTY,NasdaqCM
NDAQ,NasdaqGS
NDLS,NasdaqGS
NDRA,NasdaqCM
NDSN,NasdaqGS
NECB,NasdaqCM
NEGG,NasdaqCM
NEO,NasdaqCM
NEOG,NasdaqGS
NEON,NasdaqCM
NEOV,NasdaqCM
NEPH,NasdaqCM
NERV,NasdaqCM
NESR,NasdaqCM
NEUP,NasdaqGM
NEWT,NasdaqGM
NEXM,NasdaqCM
NEXT,NasdaqCM
NFBK,NasdaqGS
NFE,NasdaqGS
NFLX,NasdaqGS
NGEN,NasdaqCM
NGNE,NasdaqGM
NHIC,NasdaqGM
NHTC,NasdaqCM
NICE,NasdaqGS
NIPG,NasdaqGM
NITO,NasdaqCM
NIU,NasdaqGM
NIVF,NasdaqCM
NIXX,NasdaqCM
NKLR,NasdaqGM
NKSH,NasdaqCM
NKTR,NasdaqCM
NKTX,NasdaqGS
NMFC,NasdaqGS
NMP,NasdaqGM
NMRA,NasdaqGS
NMRK,NasdaqGS
NMTC,NasdaqCM
NN,NasdaqCM
NNBR,NasdaqGS
NNDM,NasdaqCM
NNE,NasdaqCM
NNNN,NasdaqGM
NNOX,NasdaqGM
NOEM,NasdaqGM
NOMA,NasdaqCM
NOTV,NasdaqCM
NOVT,NasdaqGS
NPAC,NasdaqGM
NPCE,NasdaqGM
NPT,NasdaqCM
NRC,NasdaqGS
NRDS,NasdaqGM
NRIM,NasdaqGS
NRIX,NasdaqGM
NRSN,NasdaqCM
NRXP,NasdaqCM
NSIT,NasdaqGS
NSPR,NasdaqCM
NSSC,NasdaqGS
NSTS,NasdaqCM
NSYS,NasdaqCM
NTAP,NasdaqGS
NTCL,NasdaqCM
NTCT,NasdaqGS
NTES,NasdaqGS
NTGR,NasdaqGS
NTLA,NasdaqGM
NTNX,NasdaqGS
NTRA,NasdaqGS
NTRB,NasdaqCM
NTRP,NasdaqCM
NTSK,NasdaqGS
NTWK,NasdaqCM
NTWO,NasdaqGM
NUAI,NasdaqGM
NUTR,NasdaqCM
NUTX,NasdaqCM
NUVL,NasdaqGS
NUWE,NasdaqCM
NVA,NasdaqCM
NVAX,NasdaqGS
NVCR,NasdaqGS
NVCT,NasdaqCM
NVDA,NasdaqGS
NVEC,NasdaqCM
NVMI,NasdaqGS
NVNI,NasdaqCM
NVNO,NasdaqCM
NVTS,NasdaqGM
NVVE,NasdaqCM
NVX,NasdaqGM
NWBI,NasdaqGS
NWE,NasdaqGS
NWFL,NasdaqGM
NWGL,NasdaqCM
NWL,NasdaqGS
NWPX,NasdaqGS
NWS,NasdaqGS
NWSA,NasdaqGS
NWTG,NasdaqCM
NXGL,NasdaqCM
NXL,NasdaqCM
NXPI,NasdaqGS
NXPL,NasdaqCM
NXST,NasdaqGS
NXT,NasdaqGS
NXTC,NasdaqGS
NXTT,NasdaqCM
NXXT,NasdaqCM
NYAX,NasdaqGS
NYXH,NasdaqGM
OABI,NasdaqGM
OACC,NasdaqGM
OAKU,NasdaqCM
OBA,NasdaqGM
OBT,NasdaqCM
OCC,NasdaqGM
OCFC,NasdaqGS
OCG,NasdaqCM
OCGN,NasdaqCM
OCS,NasdaqGM
OCUL,NasdaqGM
ODD,NasdaqGM
ODFL,NasdaqGS
ODYS,NasdaqCM
OESX,NasdaqCM
OFAL,NasdaqCM
OFIX,NasdaqGS
OFLX,NasdaqGM
OGI,NasdaqGS
OKTA,NasdaqGS
OKUR,NasdaqGM
OKYO,NasdaqCM
OLB,NasdaqCM
OLED,NasdaqGS
OLMA,NasdaqGS
OLOX,NasdaqCM
OM,NasdaqGS
OMCL,NasdaqGS
OMDA,NasdaqGS
OMER,NasdaqGM
OMEX,NasdaqCM
OMH,NasdaqCM
OMSE,NasdaqCM
ON,NasdaqGS
ONB,NasdaqGS
ONC,NasdaqGS
ONCH,NasdaqGM
ONCO,NasdaqCM
ONCY,NasdaqCM
ONDS,NasdaqCM
ONEG,NasdaqCM
ONEW,NasdaqGM
ONMD,NasdaqCM
OPAL,NasdaqCM
OPBK,NasdaqGM
OPCH,NasdaqGS
OPEN,NasdaqGS
OPK,NasdaqGS
OPRA,NasdaqGS
OPRT,NasdaqGS
OPRX,NasdaqCM
ORGN,NasdaqCM
ORIC,NasdaqGS
ORIO,NasdaqCM
ORIQ,NasdaqGM
ORKA,NasdaqGM
ORKT,NasdaqCM
ORLY,NasdaqGS
ORMP,NasdaqCM
ORRF,NasdaqCM
OS,NasdaqGS
OSBC,NasdaqGS
OSIS,NasdaqGS
OSPN,NasdaqCM
OSS,NasdaqCM
OST,NasdaqCM
OSUR,NasdaqGS
OTEX,NasdaqGS
OTGA,NasdaqGM
OTLK,NasdaqCM
OTLY,NasdaqGS
OTTR,NasdaqGS
OUST,NasdaqGS
OUSTZ,NasdaqCM
OVBC,NasdaqGM
OVID,NasdaqCM
OVLY,NasdaqCM
OYSE,NasdaqGM
OZK,NasdaqGS
PAA,NasdaqGS
PACB,NasdaqGS
PACH,NasdaqGM
PAHC,NasdaqGM
PAL,NasdaqGS
PALI,NasdaqCM
PAMT,NasdaqGM
PANL,NasdaqCM
PANW,NasdaqGS
PARK,NasdaqCM
PASG,NasdaqCM
PASW,NasdaqCM
PATK,NasdaqGS
PAVM,NasdaqCM
PAVS,NasdaqCM
PAX,NasdaqGS
PAYO,NasdaqGM
PAYS,NasdaqCM
PAYX,NasdaqGS
PBFS,NasdaqCM
PBHC,NasdaqCM
PBM,NasdaqCM
PBYI,NasdaqGS
PCAP,NasdaqGM
PCAR,NasdaqGS
PCB,NasdaqGS
PCLA,NasdaqCM
PCRX,NasdaqGS
PCSA,NasdaqCM
PCSC,NasdaqGM
PCT,NasdaqCM
PCTY,NasdaqGS
PCVX,NasdaqGS
PCYO,NasdaqCM
PDC,NasdaqCM
PDEX,NasdaqCM
PDFS,NasdaqGS
PDLB,NasdaqGM
PDSB,NasdaqCM
PDYN,NasdaqGM
PEBK,NasdaqGM
PEBO,NasdaqGS
PECO,NasdaqGS
PEGA,NasdaqGS
PELI,NasdaqGM
PENG,NasdaqGS
PENN,NasdaqGS
PEP,NasdaqGS
PEPG,NasdaqGS
PERI,NasdaqGS
PESI,NasdaqCM
PETS,NasdaqGS
PFAI,NasdaqCM
PFG,NasdaqGS
PFIS,NasdaqGS
PFSA,NasdaqGM
PFX,NasdaqGM
PGAC,NasdaqGM
PGC,NasdaqGS
PGEN,NasdaqGS
PGNY,NasdaqGS
PGY,NasdaqCM
PHAR,NasdaqGM
PHAT,NasdaqGS
PHIO,NasdaqCM
PHUN,NasdaqCM
PHVS,NasdaqGS
PI,NasdaqGS
PICS,NasdaqGS
PIII,NasdaqCM
PKBK,NasdaqCM
PLAB,NasdaqGS
PLAY,NasdaqGS
PLBC,NasdaqCM
PLBL,NasdaqGM
PLBY,NasdaqGM
PLCE,NasdaqGS
PLMK,NasdaqGM
PLPC,NasdaqGS
PLRX,NasdaqGS
PLRZ,NasdaqCM
PLSE,NasdaqCM
PLSM,NasdaqCM
PLTK,NasdaqGS
PLTR,NasdaqGS
PLTS,NasdaqCM
PLUG,NasdaqCM
PLUR,NasdaqCM
PLUS,NasdaqGS
PLUT,NasdaqCM
PLXS,NasdaqGS
PLYX,NasdaqCM
PMAX,NasdaqCM
PMCB,NasdaqCM
PMN,NasdaqCM
PMTR,NasdaqGM
PMTS,NasdaqGM
PMVP,NasdaqGS
PN,NasdaqCM
PNBK,NasdaqGM
PNRG,NasdaqCM
PNTG,NasdaqGS
POCI,NasdaqCM
PODC,NasdaqCM
PODD,NasdaqGS
POET,NasdaqCM
POLA,NasdaqCM
POLE,NasdaqGM
POM,NasdaqGM
PONY,NasdaqGS
POOL,NasdaqGS
POWI,NasdaqGS
POWL,NasdaqGS
POWW,NasdaqCM
PPBT,NasdaqCM
PPC,NasdaqGS
PPCB,NasdaqCM
PPHC,NasdaqGM
PPSI,NasdaqCM
PPTA,NasdaqCM
PRAA,NasdaqGS
PRAX,NasdaqGS
PRCH,NasdaqCM
PRCT,NasdaqGM
PRDO,NasdaqGS
PRE,NasdaqGM
PRFX,NasdaqCM
PRGS,NasdaqGS
PRLD,NasdaqGS
PRME,NasdaqGM
PROF,NasdaqCM
PROK,NasdaqCM
PROP,NasdaqCM
PRPL,NasdaqGS
PRPO,NasdaqCM
PRQR,NasdaqCM
PRSO,NasdaqCM
PRTA,NasdaqGS
PRTC,NasdaqGM
PRTS,NasdaqCM
PRVA,NasdaqGS
PRZO,NasdaqCM
PSHG,NasdaqCM
PSKY,NasdaqGS
PSMT,NasdaqGS
PSNL,NasdaqGM
PSNY,NasdaqGM
PSTV,NasdaqCM
PTC,NasdaqGS
PTCT,NasdaqGS
PTEN,NasdaqGS
PTGX,NasdaqGM
PTLE,NasdaqCM
PTLO,NasdaqGS
PTNM,NasdaqCM
PTON,NasdaqGS
PUBM,NasdaqGM
PULM,NasdaqCM
PURR,NasdaqCM
PVLA,NasdaqCM
PWP,NasdaqGS
PXLW,NasdaqCM
PXS,NasdaqCM
PYPD,NasdaqCM
PYXS,NasdaqGS
QCLS,NasdaqCM
QCOM,NasdaqGS
QDEL,NasdaqGS
QETA,NasdaqGM
QH,NasdaqGM
QIPT,NasdaqCM
QLYS,NasdaqGS
QMCO,NasdaqGM
QNCX,NasdaqGS
QNRX,NasdaqCM
QNST,NasdaqGS
QNTM,NasdaqCM
QRHC,NasdaqCM
QRVO,NasdaqGS
QS,NasdaqGS
QSEA,NasdaqGM
QSI,NasdaqGM
QTRX,NasdaqGM
QTTB,NasdaqCM
QUBT,NasdaqCM
QUIK,NasdaqCM
QUMS,NasdaqGM
QURE,NasdaqGS
RAAQ,NasdaqGM
RADX,NasdaqCM
RAIL,NasdaqGS
RAIN,NasdaqCM
RANG,NasdaqGM
RAPP,NasdaqGM
RAPT,NasdaqGM
