AAPL,NMS
MSFT,NMS
NVDA,NMS
AMZN,NMS
GOOGL,NMS
META,NMS
TSLA,NMS
NFLX,NMS
AMD,NMS
COST,NMS
JNJ,NYQ
JPM,NYQ
V,NYQ
MA,NYQ
XOM,NYQ
UNH,NYQ
PG,NYQ
HD,NYQ
KO,NYQ
WMT,NYQ
